"","Date","Tank","Cohort","Total Tenure","Tank Tenure","Total Feed Offered (g)","REQUIRED Feed(g)/Day","Feed Size  
1","% CP 
1","% of Total 
1","Total Feed (g) size  
1","Feed Size  
2","% CP 
2","% of Total 
2","Total Feed (g) size  
2","Feed Size  
3","% CP 
3","% of Total 
3","Total Feed (g) size  
3","Alkalinity Remaining g/L","Sodium bicarbonate (g)","Turbostart 10X                            (mL)","PROJECTED GROWTH/ 
FEED CURVE","Wt.(g) 
increment 
for Feed","FCR Expected","Manual Correction Factor","Daily Feed Required at 35% CP Feed(g)","400-600um","600-1000um","1.0-1.3mm","1.3-1.8mm","1.8-2.4mm","Grams of Increased Feed","Daily Feed Required at Offered 35%CP (g)","Total Tenure Feed Offered (g)","HISTORIC expected size (Wt g/ Shrimp)","% Difference 
from 
Growth Curve1","EXPECTED SIZE 
(Wt g/ Shrimp)","Wt.(g) increment1","ADJUSTED EXPECTED SIZE (Wt g/ Shrimp)","Wt.(g) increment for Feed","AVERAGE SIZE Weight in Grams / Shrimp","% Difference                                                                  from                                                              Growth Curve1","ADFI Over Entire Tenure","ADG Over Entire Tenure","FEED:GAIN","Calculated Count - Includes Daily Mortality Rate and Staff Removal Counts","Jumpers","Sump Dump","Total Daily MIA Assumed Loss - Actual Counted","Daily Mortality Assumption","Samples","Harvest","Termination","Actual Count - Estimates Including Sump Dump, Jumpers and Other Loses","Harvest Weight in Pounds","Projected Growth  
(g)","Shrimp Count                                                                           /L","Shrimp Count                                                                           /m2","Shrimp Count                                                                              /m3","Biomass Kg/m2","Maximum Biomass Kg/m2 by Weight","Biomass  
Kg/m3","Shrimp Harvest Size Code","Back Flush Frequency","MBBR 
(LPM)","MBBR 
(GPM)","Standard 
(LPM)","Standard 
(GPM)","EN 
(LPM)","EN 
(GPM)","Tank Level (cm)","Initial Salinity (ppt)","Final Salinity (28-32 PPT)","Pump Pressure (PSI)","BioFilter Flow Rate (LPM)","BioFilter Flow Rate (LPM)_2","BioFilter Flow Rate (LPM)_3","pH  
(7.5-8.4)","D.O.  
(goal 4.5)","Temperature  
(28-30°C)","TSS","Turbidity","Mat? Y/N","Imhoff (15mL/L)","TAN NH4","Un-ionized NH3-N (0.4mg/L)","NO2-N (4.5mg/L)","ALK CaCO3 
(75-200mg/L)","NO3-N  
(250mg/L)","28ppt Sea Water Added (cm)","Marine Mix (Pounds)","0 ppt RO Water Added (cm)","Amonium Chloride (NH4Cl)g","Sodium Nitrite (NANO2)g","FOS (C6H12O6)g","Sodium Carbonate (NaCO3)g","Sodium Bicarbonate (NaHCO3)g","Biowish","Turbo start","Water Exchange Percent","Monster","Molts-Harvest End (g)","Molts-Feed End (g)","Bead Filter 1 Assigned Flow Rate (LPM)","Bead Filter 2 Assigned Flow Rate (LPM)","Bead Filter 3 Assigned Flow Rate (LPM)","Recommended Back Flush Frequency (hours)","Recommended Sump Dump Frequency (minutes)","NOTES","Green Vibrio","Total Heterotroph","Yellow Vibrio"
"405",2019-02-19,"RTB1","Cohort1",118,85,3322,3322,"Feed 5",0.35,1,3322,NA,NA,0,0,NA,NA,NA,0,88.1091602153495,8,0,26.1851186194602,NA,0.094125,1,3322,0,0,0,0,3322,-23,3322,442998,26.1851186194602,NA,NA,NA,NA,0.34,NA,0,0.301842618285109,-2.54237288135593e-05,-11872.4763192143,12351.9077433886,29,NA,56.1756678214716,85.1756678214716,NA,NA,NA,12388.0379351346,0,22.8686666666667,0.3,74.1909451532406,243.408612707482,1.69664799439441,3,5.56643042780318,29.5992561461706,NA,114,30,57,15,38,10,40,29.2,"29.2","0-11.9",174,NA,NA,7.31,4.5,28.4,NA,NA,"n",NA,0.75,0.01,1.74,NA,NA,NA,NA,NA,NA,NA,NA,657.2,11.1,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",2019-02-19,"RTB2","Cohort1",118,85,4620,3341,"Feed 5",0.35,1,4620,NA,NA,0,0,NA,NA,NA,0,87.469206586238,8,0,26.1851186194602,NA,0.0745343162395984,0.82,4074,0,0,0,0,4620,-13,3341,438321,26.1851186194602,NA,NA,NA,NA,0.34,NA,0,0,-2.56410256410256e-05,0,19132.059172365,29,2,160.263195546133,191.263195546133,NA,NA,NA,18902.698514477,0,16.6334444444444,0.4,113.206714096211,371.413103990195,1.88301758965744,3,6.17787923115957,40.6948497437728,NA,114,31,57,16,38,11,40,29.2,"29.2","0-12.5",176,NA,NA,7.36,4.5,28.4,NA,NA,"n",NA,0.86,0.01,1.57,NA,NA,NA,NA,NA,NA,NA,NA,543.2,11,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",2019-02-19,"RTB3","Cohort1",118,85,4659,4577,"Feed 5",0.35,1,4659,NA,NA,0,0,NA,NA,NA,0,45.8385389240382,11,0,26.1851186194602,NA,0.0745343162395984,0.82,5582,0,0,0,0,4659,0,4577,444362,26.1851186194602,NA,NA,NA,NA,0.34,NA,0,0.142806025597094,-2.54237288135593e-05,-5617.03700681904,26211.6739640362,29,NA,128.270043784217,157.270043784217,NA,NA,NA,25966.78975664,0,15.7723333333333,0.6,155.512978304395,510.21318341337,2.45280253147635,3,8.0472523998568,42.9166381462092,NA,156,42,78,21,52,14,40,27.6,"27.6","na",182,NA,NA,7.35,4.5,28.4,NA,NA,"n",NA,0.79,0.01,2.79,NA,NA,NA,NA,NA,NA,NA,NA,564.7,11,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",2019-02-19,"RTB4","Cohort1",118,85,6200,5580,"Feed 5",0.35,1,6200,NA,NA,0,0,NA,NA,NA,0,12.0557236609423,13.4,0,26.1851186194602,NA,0.0745343162395984,1,5580,0,0,0,0,6200,-33,5580,448829,26.1851186194602,NA,NA,NA,NA,0.34,NA,0,0.144295783338438,-2.54237288135593e-05,-5675.63414464522,26201.8313507701,29,NA,128.210988104621,157.210988104621,NA,NA,NA,26134.571342799,0,15.7375555555556,0.6,156.517808489903,513.509870373699,2.46320770654366,3,8.08139011333222,43.0114778625266,NA,190,51,95,26,64,17,40,28.6,"28.6","8.7-15.4",179,NA,NA,7.22,4.5,28.5,NA,NA,"n",NA,0.72,0.01,3.47,NA,NA,NA,NA,NA,NA,NA,NA,904.6,13.4,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",2019-02-19,"RTB6","Cohort2",62,29,7713,7106,"12-uncut",0.35,1,7106,NA,NA,0,0,NA,NA,NA,0,-39.3426572876961,17.1,0,7.14511861946024,NA,0.09594,0.7875,9024,0,0,0,0,7106,47,7106,184197,7.14511861946024,NA,NA,NA,NA,0.34,NA,0,0.0894012128848796,-4.91803278688525e-05,-1817.82466199255,32919.5331302867,59,NA,249.85105982835,308.85105982835,NA,NA,NA,32610.6820704584,0,5.6651219840402,0.7,195.302705526697,640.756907895987,1.10641365062182,2.65911198271366,3.62996604534718,119.48472147555,NA,242,64,121,32,81,22,40,27.3,"27.3","0-9.2",228,NA,NA,7.41,4.6,28.4,NA,NA,"n",NA,0.52,0.01,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",2019-02-19,"RTB7","Cohort2",62,29,7713,7819,"12-uncut",0.35,1,7819,NA,NA,0,0,NA,NA,NA,0,-63.3577592643534,18.8,0,7.14511861946024,NA,0.09594,0.7875,9929,0,0,0,0,7819,78,7819,183994,7.14511861946024,NA,NA,NA,NA,0.34,NA,0,0.0814413885365737,-4.91803278688525e-05,-1655.97490024366,36220.3953460085,59,NA,158.322372076051,217.322372076051,NA,NA,NA,35854.1665728494,0,5.2717889840402,0.8,214.727668711528,704.487102071941,1.13199895848207,2.61485740892522,3.71390734410127,128.399585878208,NA,267,71,134,36,89,24,40,27.3,"27.3","na",228,NA,NA,7.44,4.6,28.5,NA,NA,"n",NA,0.38,0.01,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",2019-02-19,"RTB8","Cohort2",62,29,7713,7818,"12-uncut",0.35,1,7818,NA,NA,0,0,NA,NA,NA,0,-63.3240774944002,18.8,0,7.14511861946024,NA,0.09594,0.7875,9928,0,0,0,0,7818,77,7818,177255,7.14511861946024,NA,NA,NA,NA,0.34,NA,0,0.0784606278554146,-4.91803278688525e-05,-1595.36609972676,36219.4132382245,59,NA,158.316479429347,217.316479429347,NA,NA,NA,35830.0964614573,0,5.90967798404021,0.8,214.583514784694,704.014156117761,1.26811947306107,2.68510367613413,4.16049695886178,114.540170245502,NA,267,71,134,36,89,24,40,28,"28","na",232,NA,NA,7.49,4.8,28.2,NA,NA,"n",NA,0.54,0.01,4.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",2019-02-20,"RTB1","Cohort1",119,86,5820,3299,"Feed 5",0.35,1,3299,NA,NA,0,0,NA,NA,NA,0,88.883840924274,7.9,0,26.5251186194602,NA,0.094125,1,3299,0,0,0,0,3299,-23,3299,448818,26.5251186194602,NA,NA,NA,NA,0.34,22.97967,0.866336182306114,0.30534391207314,0.193081260504202,1.58142696642741,12266.7320755671,32,NA,52.5883177100917,84.5883177100917,5,NA,NA,12298.4496174245,0,23.2086666666667,0.3,73.6544080518527,241.648320380094,1.7094206050061,3,5.60833531826148,29.1656359285925,NA,113,30,57,15,38,10,40,NA,NA,"0-16.2",176,NA,NA,7.55,4.5,28.4,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",2019-02-20,"RTB2","Cohort1",119,86,4578,3328,"Feed 5",0.35,1,3328,NA,NA,0,0,NA,NA,NA,0,87.9070695956301,8,0,26.5251186194602,NA,0.0745343162395984,0.825,4034,0,0,0,0,3328,-13,3328,442899,26.5251186194602,NA,NA,NA,NA,0.34,15.28411,0.576212691798738,0,0.12950093220339,0,18940.7959768188,32,NA,157.351137380258,189.351137380258,8,NA,NA,18705.3473770967,0,16.9734444444444,0.4,112.024794288896,367.535414333649,1.90144662226289,3,6.23834193655806,39.8796793781956,NA,114,30,57,15,38,10,40,NA,NA,"0-17.2",177,NA,NA,7.53,4.5,28.3,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",2019-02-20,"RTB3","Cohort1",119,86,4579,4577,"Feed 5",0.35,1,4577,NA,NA,0,0,NA,NA,NA,0,45.8385389240382,11,0,26.5251186194602,NA,0.0745343162395984,0.825,5548,0,0,0,0,4577,0,4577,448941,26.5251186194602,NA,NA,NA,NA,0.34,14.07558,0.530650972835741,0.143928749096848,0.118256974789916,1.21708465274491,26054.403920252,32,NA,124.326423521512,156.326423521512,6,NA,NA,25804.4633331185,0,16.1123333333333,0.6,154.540818641383,507.023683206636,2.49001318355617,3,8.16933459171972,42.0110177951503,NA,156,42,78,21,52,14,40,NA,NA,"na",182,NA,NA,7.55,4.5,28.3,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",2019-02-20,"RTB4","Cohort1",119,86,5548,5546,"Feed 5",0.35,1,5546,NA,NA,0,0,NA,NA,NA,0,13.2009038393524,13.3,0,26.5251186194602,NA,0.0745343162395984,1,5546,0,0,0,0,5546,-34,5546,454377,26.5251186194602,NA,NA,NA,NA,0.34,14.79622,0.557819183102341,0.145726230603146,0.124312773109244,1.17225468436042,26044.6203626655,32,NA,124.267722175993,156.267722175993,5,NA,NA,25973.303620623,0,16.0775555555556,0.6,155.551989302588,510.341172252585,2.50089574978954,3,8.20503854917828,42.1018929183025,NA,189,50,95,25,63,17,40,NA,NA,"8.7-17.6",177,NA,NA,7.43,4.4,28.5,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",2019-02-20,"RTB6","Cohort2",63,30,7667,7151,"12-uncut",0.35,1,7151,NA,NA,0,0,NA,NA,NA,0,-40.8583369355916,17.2,0,7.48511861946024,NA,0.09594,0.8,8939,0,0,0,0,7151,45,7151,191864,7.48511861946024,NA,NA,NA,NA,0.34,NA,0,0.0925122572488254,-4.83870967741935e-05,-1911.91998314239,32610.6820704584,23,NA,282.953419185041,305.953419185041,NA,NA,NA,32304.7286512733,0,6.0051219840402,0.7,193.470375543446,634.745326586107,1.16181320543646,2.69495685297859,3.81172311494901,112.719695650986,NA,244,65,122,33,82,22,40,NA,NA,"0-9.2",224,NA,NA,7.68,4.3,28.4,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",2019-02-20,"RTB7","Cohort2",63,30,7667,7895,"12-uncut",0.35,1,7895,NA,NA,0,0,NA,NA,NA,0,-65.9175737807993,18.9,0,7.48511861946024,NA,0.09594,0.8,9869,0,0,0,0,7895,76,7895,191661,7.48511861946024,NA,NA,NA,NA,0.34,NA,0,0.0839924044499242,-4.83870967741935e-05,-1735.84302529843,36003.0729739324,23,NA,193.018437843595,216.018437843595,NA,NA,NA,35638.1481350058,0,5.6117889840402,0.8,213.433951969776,700.242624572755,1.19774630048415,2.65329477982136,3.92961384673279,120.620273555035,NA,269,71,135,36,90,24,40,NA,NA,"na",227,NA,NA,7.6,4.5,28.4,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",2019-02-20,"RTB8","Cohort2",63,30,7667,7895,"12-uncut",0.35,1,7895,NA,NA,0,0,NA,NA,NA,0,-65.9175737807993,18.9,0,7.48511861946024,NA,0.09594,0.8,9869,0,0,0,0,7895,77,7895,184922,7.48511861946024,NA,NA,NA,NA,0.34,NA,0,0.081041341613234,-4.83870967741935e-05,-1674.85439334017,36002.0967587951,23,NA,193.012580552771,216.012580552771,NA,NA,NA,35614.0838809045,0,6.24967798404021,0.7,213.289833121777,699.769793706617,1.33299277428078,2.71950591301846,4.3733358736246,108.308863931333,NA,269,71,135,36,90,24,40,NA,NA,"na",226,NA,NA,7.62,4.6,28.2,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",2019-02-21,"RTB1","Cohort1",120,87,5817,3275,"Feed 5",0.35,1,3275,NA,NA,0,0,NA,NA,NA,0,89.6922034031516,7.9,0,26.8651186194602,NA,0.094125,1,3275,0,0,0,0,3275,-24,3275,454635,26.8651186194602,NA,NA,NA,NA,0.34,NA,0,0.308853652028986,-2.5e-05,-12354.1460811595,12177.143757857,15,NA,68.9705390682423,83.9705390682423,NA,NA,NA,12214.4790783563,0,23.31967,0.3,73.1515153668997,239.99840999639,1.70586919835603,3,5.59668372164051,29.0268053702329,NA,112,30,56,15,38,10,40,28.9,"28.9","0-16",181,NA,NA,7.18,4.6,28.4,NA,NA,"n",NA,0.9,0.01,1.72,207,126.3,NA,NA,NA,NA,NA,NA,1032,14,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",2019-02-21,"RTB2","Cohort1",120,87,4577,3313,"Feed 5",0.35,1,3313,NA,NA,0,0,NA,NA,NA,0,88.4122961449287,8,0,26.8651186194602,NA,0.0745343162395984,0.83,3992,0,0,0,0,3313,-15,3313,447476,26.8651186194602,NA,NA,NA,NA,0.34,NA,0,0.1968748658309,-2.52100840336134e-05,-7809.36967795905,18743.4448394386,15,NA,172.378218059868,187.378218059868,NA,NA,NA,18517.9691590368,0,15.62411,0.4,110.902601479043,363.853679393187,1.73275444479473,3,5.68488991074388,43.3237811554104,NA,113,30,57,15,38,10,40,29.4,"29.4","0-13.3",180,NA,NA,7.26,4.5,28.2,NA,NA,"n",NA,0.92,0.01,1.29,239,69.6,NA,NA,NA,NA,NA,NA,787.9,11,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",2019-02-21,"RTB3","Cohort1",120,87,4579,4577,"Feed 5",0.35,1,4577,NA,NA,0,0,NA,NA,NA,0,45.8385389240382,11,0,26.8651186194602,NA,0.0745343162395984,0.83,5514,0,0,0,0,4577,0,4577,453520,26.8651186194602,NA,NA,NA,NA,0.34,NA,0,0.145055451849953,-2.5e-05,-5802.21807399811,25892.0774967305,15,NA,140.352464980383,155.352464980383,NA,NA,NA,25649.1108681381,0,14.41558,0.6,153.61042544521,503.971212090583,2.21438337683946,3,7.26503732558877,46.9558298998764,NA,156,42,78,21,52,14,40,27.9,"27.9","na",177,NA,NA,7.28,4.4,28.4,NA,NA,"n",NA,1.07,0.01,2.81,254,50.3,NA,NA,NA,NA,NA,NA,733.6,11,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",2019-02-21,"RTB4","Cohort1",120,87,5515,5512,"Feed 5",0.35,1,5512,NA,NA,0,0,NA,NA,NA,0,14.3460840177624,13.2,0,26.8651186194602,NA,0.0745343162395984,1,5512,0,0,0,0,5512,-34,5512,459892,26.8651186194602,NA,NA,NA,NA,0.34,NA,0,0.147148750105302,-2.5e-05,-5885.95000421208,25883.3526404895,15,NA,140.300115842937,155.300115842937,NA,NA,NA,25818.0035047801,0,15.13622,0.6,154.621909621114,507.289729728064,2.3403912408453,3,7.67844895290452,44.7202486742436,NA,188,50,94,25,63,17,40,28.4,"28.4","8.3-16.7",186,NA,NA,7.16,4.5,28.5,NA,NA,"foam",NA,0.78,0.01,3.32,212,100.9,NA,NA,NA,NA,NA,NA,1099.8,13.2,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",2019-02-21,"RTB6","Cohort2",64,31,7195,7195,"12-uncut",0.35,1,7195,NA,NA,0,0,NA,NA,NA,0,-42.340334813534,17.3,0,7.82511861946024,NA,0.09594,0.8125,8855,0,0,0,0,7195,44,7195,199059,7.82511861946024,NA,NA,NA,NA,0.34,5.617111,0.717830779718897,0.095376627458448,0.089112873015873,1.07029011893107,32304.7286512733,33,NA,270.082964206247,303.082964206247,5,NA,NA,31996.6456870671,0,6.3451219840402,0.7,191.625291889379,628.691902524209,1.21588585226542,2.72882709061582,3.98912681189442,106.679670476099,NA,245,65,123,33,82,22,40,27.5,"27.5","0-9.5",232,NA,NA,7.39,4.7,28.4,NA,NA,"foam",NA,0.52,0.01,1.17,208,50.4,NA,NA,NA,NA,NA,NA,482.9,19.1,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"opened headers and turned all bubble bars straight",NA,NA,NA
"424",2019-02-21,"RTB7","Cohort2",64,31,7971,7971,"12-uncut",0.35,1,7971,NA,NA,0,0,NA,NA,NA,0,-68.4773882972453,19.1,0,7.82511861946024,NA,0.09594,0.8125,9810,0,0,0,0,7971,76,7971,199632,7.82511861946024,NA,NA,NA,NA,0.34,4.799,0.613281438068606,0.086638437842749,0.0761269841269841,1.13807789493186,35787.0545360888,33,NA,181.722327216533,214.722327216533,5,NA,NA,35418.4258077892,0,5.9517889840402,0.7,212.118052937756,695.925370530696,1.26248189079099,2.68947048403053,4.14200095403869,113.729758263131,NA,272,72,136,36,91,24,40,27,"27","na",225,NA,NA,7.42,4.6,28.4,NA,NA,"n",NA,0.51,0.01,4.18,236,44.9,NA,NA,NA,NA,NA,NA,NA,19.1,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50% exchange. Opened header and straightened bubble bars",NA,NA,NA
"425",2019-02-21,"RTB8","Cohort2",64,31,7970,7970,"12-uncut",0.35,1,7970,NA,NA,0,0,NA,NA,NA,0,-68.443706527292,19.1,0,7.82511861946024,NA,0.09594,0.8125,9809,0,0,0,0,7970,75,7970,192892,7.82511861946024,NA,NA,NA,NA,0.34,5.76,0.736091077990242,0.0837156102377207,0.0913809523809524,0.916116631053744,35786.0841782424,32,NA,182.716505069454,214.716505069454,5,NA,NA,35394.3673758351,0,6.5896779840402,0.7,211.97396895812,695.452654062072,1.39684019643294,2.75208525703682,4.58280904341516,102.720576639323,NA,272,72,136,36,91,24,40,27.7,"27.7","na",227,NA,NA,7.37,4.7,28.1,NA,NA,"n",NA,0.6,0.01,5.81,244,45.8,NA,NA,NA,NA,NA,NA,522.4,19.1,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50% exchange. Opened header and straightened bubble bars.",NA,NA,NA
"426",2019-02-22,"RTB1","Cohort1",121,88,5813,3252,"Feed 5",0.35,1,3252,NA,NA,0,0,NA,NA,NA,0,90.4668841120761,7.8,0,27.2051186194602,NA,0.094125,1,3252,0,0,0,0,3252,-23,3252,460448,27.2051186194602,NA,NA,NA,NA,0.34,NA,0,0.312499831452307,-2.47933884297521e-05,-12604.1598685764,12093.1732187887,22,21,40.3914992234625,83.3914992234625,NA,NA,NA,12131.0875791328,0,23.65967,0.3,72.6520905041789,238.359876982214,1.71892448613901,2.98,5.63951603063978,28.6096772435144,NA,111,30,56,15,37,10,40,28.5,"28.5","0-16.3",182,NA,NA,7.24,4.5,28.4,NA,NA,"n",NA,0.82,0.01,1.6,NA,NA,NA,NA,NA,NA,NA,NA,844.9,14,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",2019-02-22,"RTB2","Cohort1",121,88,4576,3300,"Feed 5",0.35,1,3300,NA,NA,0,0,NA,NA,NA,0,88.8501591543207,7.9,0,27.2051186194602,NA,0.0745343162395984,0.835,3952,0,0,0,0,3300,-13,3300,452052,27.2051186194602,NA,NA,NA,NA,0.34,NA,0,0.199321254665408,-2.5e-05,-7972.85018661631,18556.0666213787,22,51,112.504998013923,185.504998013923,NA,NA,NA,18332.4641610229,0,15.96411,0.4,109.791627230711,360.208750756925,1.75272561419006,2.98,5.75041212004613,42.4010810742384,NA,113,30,57,15,38,10,40,28.5,"28.5","0-13.7",184,NA,NA,7.27,4.5,28.2,NA,NA,"n",NA,0.82,0.01,1.08,NA,NA,NA,NA,NA,NA,NA,NA,760.4,11,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",2019-02-22,"RTB3","Cohort1",121,88,4578,4577,"Feed 5",0.35,1,4577,NA,NA,0,0,NA,NA,NA,0,45.8385389240382,11,0,27.2051186194602,NA,0.0745343162395984,0.835,5481,0,0,0,0,4577,0,4577,458098,27.2051186194602,NA,NA,NA,NA,0.34,NA,0,0.146219780346926,-2.47933884297521e-05,-5897.53114065935,25736.7250317501,22,55,77.4203501905006,154.420350190501,NA,NA,NA,25494.6905179476,0,14.75558,0.6,152.685614608214,500.937055801227,2.25296480120067,2.98,7.39161680183947,45.8738675394705,NA,156,42,78,21,52,14,40,28,"28","na",185,NA,NA,7.3,4.6,28.3,NA,NA,"n",NA,1.03,0.01,2.84,NA,NA,NA,NA,NA,NA,NA,NA,682,11,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",2019-02-22,"RTB4","Cohort1",121,88,5481,5479,"Feed 5",0.35,1,5479,NA,NA,0,0,NA,NA,NA,0,15.4575824262192,13.1,0,27.2051186194602,NA,0.0745343162395984,1,5479,0,0,0,0,5479,-33,5479,465373,27.2051186194602,NA,NA,NA,NA,0.34,NA,0,0.148591950380618,-2.47933884297521e-05,-5993.20866535161,25728.0525246466,22,60,72.3683151478796,154.36831514788,NA,NA,NA,25663.6351896322,0,15.47622,0.6,153.697410417729,504.256595858691,2.37865493705507,2.98,7.80398601396019,43.7377810853076,NA,187,50,94,25,63,17,40,28.4,"28.4","8.7-16.9",186,NA,NA,7.19,4.5,28.4,NA,NA,"foam",NA,0.72,0.01,2.84,NA,NA,NA,NA,NA,NA,NA,NA,999.2,13.2,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",2019-02-22,"RTB6","Cohort2",65,32,7575,7236,"12-uncut",0.35,1,7236,NA,NA,0,0,NA,NA,NA,0,-43.7212873816167,17.4,0,8.16511861946024,NA,0.09594,0.825,8771,0,0,0,0,7236,41,7236,206634,8.16511861946024,NA,NA,NA,NA,0.34,NA,0,0.0984061698738123,-4.6875e-05,-2099.33162397466,31996.6456870671,28,33,239.192529836063,300.192529836063,7,NA,NA,31689.453157231,0,5.957111,0.7,189.785540973868,622.655974323713,1.13057353377638,2.69002016368819,3.70923075385951,113.62815337637,NA,247,66,124,33,83,22,40,27.6,"27.6","0-9.2",228,NA,NA,7.31,4.6,28.3,NA,NA,"n",NA,0.58,0.01,1.23,NA,NA,NA,NA,NA,NA,NA,NA,657.2,19.3,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",2019-02-22,"RTB7","Cohort2",65,32,7575,8044,"12-uncut",0.35,1,8044,NA,NA,0,0,NA,NA,NA,0,-70.9361575038316,19.3,0,8.16511861946024,NA,0.09594,0.825,9750,0,0,0,0,8044,73,8044,207207,8.16511861946024,NA,NA,NA,NA,0.34,NA,0,0.0890769034033052,-4.6875e-05,-1900.30727260384,35567.3322088723,28,175,10.4039932532337,213.403993253234,8,NA,NA,35197.021814536,0,5.139,0.7,210.792082545498,691.575073968169,1.08326051220131,2.59916798242621,3.55400430512242,131.717361819043,NA,274,73,137,37,92,25,40,27.4,"27.4","na",233,NA,NA,7.36,4.5,28.4,NA,NA,"n",NA,0.44,0,2.61,NA,NA,NA,NA,NA,NA,NA,NA,543.2,19.3,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",2019-02-22,"RTB8","Cohort2",65,32,7575,8043,"12-uncut",0.35,1,8043,NA,NA,0,0,NA,NA,NA,0,-70.9024757338782,19.3,0,8.16511861946024,NA,0.09594,0.825,9749,0,0,0,0,8043,73,8043,200467,8.16511861946024,NA,NA,NA,NA,0.34,NA,0,0.0861817592823639,-4.6875e-05,-1838.54419802376,35566.3676731729,28,131,54.3982060390374,213.398206039037,7,NA,NA,35173.9691697961,0,6.1,0.7,210.654022143157,691.122119892248,1.28498953507326,2.70459759427525,4.21584493134271,110.96647908001,NA,274,73,137,37,92,25,40,27.8,"27.8","na",234,NA,NA,7.45,4.8,28.3,NA,NA,"n",NA,0.46,0.01,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
